
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2014-1-29,51,32,12,32,19,7,93,52,28,29.97,29.72,29.42,10,10,7,43,7,63,0.00,0,,174<br />
2014-1-30,46,35,23,34,27,19,100,64,34,29.74,29.64,29.45,10,8,0,20,10,26,0.31,5,Rain-Snow,247<br />
2014-1-31,28,24,19,28,20,18,100,93,80,29.82,29.75,29.66,10,7,1,9,3,,0.01,8,Snow,30<br />
2014-2-1,28,21,14,28,20,14,100,96,86,30.06,29.91,29.74,10,5,1,7,2,,0.00,8,Snow,39<br />
2014-2-2,21,16,10,14,13,10,100,90,68,30.03,29.97,29.87,10,5,0,5,0,,0.00,4,Fog-Snow,355<br />
2014-2-3,32,20,8,19,14,7,100,67,47,29.90,29.85,29.79,10,9,0,6,1,,0.00,4,Fog,290<br />
2014-2-4,26,12,-4,21,9,-6,100,86,74,30.25,30.00,29.86,10,4,1,14,4,,0.00,8,Snow,27<br />
2014-2-5,5,0,-4,-6,-7,-9,92,73,61,30.30,30.25,30.22,10,8,3,8,3,,0.00,8,,58<br />
2014-2-6,5,0,-5,-8,-10,-13,85,68,52,30.14,30.02,29.92,10,9,2,6,2,,0.00,3,Snow,57<br />
2014-2-7,42,19,-4,27,11,-8,92,63,42,29.80,29.76,29.69,10,10,2,18,2,23,0.00,1,Snow,2<br />
2014-2-8,50,34,19,28,21,12,93,61,38,30.04,29.82,29.74,10,10,5,22,6,29,0.00,1,Snow,310<br />
2014-2-9,23,20,17,21,19,16,100,98,93,30.04,29.97,29.91,5,2,0,7,4,,0.00,8,Fog-Snow,34<br />
2014-2-10,32,23,14,30,21,12,100,93,80,30.09,30.02,29.96,10,2,0,8,2,,0.00,6,Fog-Snow,356<br />
2014-2-11,46,32,19,27,18,10,100,60,25,30.07,29.99,29.89,10,10,10,26,5,33,0.00,0,,275<br />
2014-2-12,50,36,23,27,23,14,93,65,34,30.14,29.93,29.77,10,10,10,28,5,40,0.00,0,,52<br />
2014-2-13,55,48,41,32,27,19,70,41,32,29.85,29.81,29.76,10,10,7,33,15,51,0.00,1,Rain,272<br />
2014-2-14,46,38,30,30,24,10,93,60,27,30.04,29.92,29.79,10,10,10,25,10,40,0.00,2,,346<br />
2014-2-15,59,46,32,34,30,23,100,68,25,30.10,29.94,29.68,10,10,10,48,17,61,0.00,3,,342<br />
2014-2-16,64,47,30,36,28,5,100,63,21,30.02,29.82,29.67,10,9,5,36,7,52,0.00,1,Rain,261<br />
2014-2-17,62,48,35,9,4,-4,33,16,11,30.09,29.94,29.72,10,10,10,32,18,60,0.00,0,,239<br />
2014-2-18,60,46,33,27,13,5,75,25,13,29.99,29.85,29.69,10,10,10,39,16,59,0.00,0,,253<br />
2014-2-19,60,45,30,30,23,12,93,56,16,29.92,29.64,29.43,10,10,2,28,6,52,0.00,2,Snow,235<br />
2014-2-20,37,32,28,27,4,-2,86,32,19,29.97,29.87,29.72,10,10,10,43,13,54,0.00,2,,257<br />
2014-2-21,46,40,33,21,13,5,49,35,18,29.86,29.83,29.71,10,10,10,45,26,68,0.00,3,,249<br />
2014-2-22,46,36,26,30,20,12,100,53,32,30.01,29.85,29.77,10,9,2,23,14,32,0.00,3,Snow,271<br />
2014-2-23,41,32,24,32,28,25,100,92,65,30.01,29.98,29.93,10,7,0,10,2,,0.00,6,Fog-Snow,48<br />
2014-2-24,64,42,21,32,23,14,100,70,14,30.23,29.97,29.83,10,7,0,22,5,43,0.00,4,Fog-Snow,66<br />
2014-2-25,26,19,12,18,13,9,100,74,54,30.33,30.13,29.93,10,9,1,15,6,21,0.01,6,Snow,33<br />
2014-2-26,46,26,6,27,17,5,100,72,37,30.22,29.99,29.89,10,9,0,6,2,,0.00,1,Fog-Snow,95<br />
2014-2-27,59,44,28,30,27,23,93,58,25,29.89,29.67,29.55,10,10,10,17,4,23,0.00,4,,242<br />
2014-2-28,55,42,28,32,27,16,100,68,22,29.85,29.70,29.56,10,9,1,21,5,33,0.00,3,,48<br />
2014-3-1,28,17,6,28,15,5,100,91,73,30.02,29.90,29.75,10,4,0,13,6,,0.03,8,Fog-Snow,42<br />
2014-3-2,21,13,5,18,9,3,100,85,68,30.11,30.06,30.00,10,7,2,7,3,,0.00,5,Snow,45<br />
2014-3-3,59,39,19,28,22,16,93,54,23,30.06,29.96,29.91,10,9,7,21,4,31,0.00,1,,236<br />
2014-3-4,59,46,32,36,25,18,100,49,20,30.09,29.90,29.77,10,9,1,22,4,30,0.52,3,Snow,347<br />
2014-3-5,53,42,32,36,30,23,100,71,35,30.13,30.08,30.02,10,10,4,7,2,,0.01,1,Rain-Snow,172<br />
2014-3-6,64,50,35,27,18,12,60,27,14,30.01,29.86,29.77,10,10,10,20,8,28,0.00,0,,253<br />
2014-3-7,53,42,32,36,31,21,100,83,28,30.17,29.97,29.77,10,5,0,10,3,,0.43,7,Rain-Snow,8<br />
2014-3-8,50,40,30,34,28,21,100,66,35,30.30,30.25,30.17,10,10,7,9,3,,0.00,2,,202<br />
2014-3-9,71,52,33,25,13,3,70,22,9,30.23,30.09,30.02,10,10,10,17,3,24,0.00,0,,244<br />
2014-3-10,71,58,46,27,14,5,40,20,9,30.06,29.85,29.65,10,10,10,23,7,33,0.00,0,,223<br />
2014-3-11,57,42,26,30,22,10,93,55,17,30.33,29.98,29.63,10,10,1,32,11,37,0.00,3,Snow,317<br />
2014-3-12,51,38,24,21,11,5,80,41,15,30.33,30.24,30.14,10,10,10,10,5,16,0.00,0,,177<br />
2014-3-13,60,44,28,19,14,9,64,33,15,30.14,29.95,29.80,10,10,10,31,6,40,0.00,0,,273<br />
2014-3-14,62,48,33,23,16,3,56,31,10,30.03,29.95,29.87,10,10,10,20,6,25,0.00,0,,209<br />
2014-3-15,50,41,32,27,18,10,69,38,20,30.31,30.05,29.85,10,10,10,25,9,32,0.00,2,,310<br />
2014-3-16,64,45,26,27,20,12,80,43,14,30.32,30.15,29.96,10,10,10,22,5,29,0.00,0,,259<br />
2014-3-17,68,52,37,32,15,5,70,24,11,29.94,29.57,29.33,10,10,10,33,13,41,0.00,1,,255<br />
2014-3-18,42,37,30,21,13,5,64,38,26,30.09,29.79,29.40,10,10,10,32,13,56,0.00,5,,3<br />
2014-3-19,55,39,23,19,13,3,74,40,12,30.09,30.03,29.96,10,10,10,16,4,22,0.00,0,,258<br />
2014-3-20,64,50,35,16,5,0,44,16,9,29.97,29.89,29.80,10,10,10,21,8,31,0.00,0,,226<br />
2014-3-21,50,40,30,28,19,3,87,49,15,30.12,30.04,29.84,10,10,10,12,4,26,0.00,2,,118<br />
2014-3-22,37,30,24,30,25,19,100,85,48,30.32,30.15,30.04,10,7,1,15,10,18,0.00,8,Rain-Snow,7<br />
2014-3-23,59,42,24,32,21,7,100,62,13,30.30,30.09,29.93,10,8,3,31,4,41,0.00,3,,313<br />
2014-3-24,42,35,28,25,22,21,80,64,42,30.28,30.19,30.14,10,10,7,10,2,,0.00,4,Snow,59<br />
2014-3-25,53,40,28,32,26,23,86,63,38,30.28,30.04,29.74,10,10,10,7,3,,0.00,3,,86<br />
2014-3-26,66,49,32,32,24,19,80,43,18,29.73,29.51,29.36,10,10,10,33,6,45,0.00,1,,253<br />
2014-3-27,55,45,35,36,23,10,93,48,17,29.86,29.62,29.41,10,10,10,26,7,38,0.00,2,Rain,310<br />
2014-3-28,51,42,33,34,17,10,100,38,19,30.15,30.00,29.86,10,10,1,29,10,38,0.08,1,Rain,263<br />
2014-3-29,66,49,32,27,17,12,65,36,13,30.15,30.02,29.90,10,10,10,18,4,28,0.00,0,,200<br />
2014-3-30,69,53,37,34,20,12,66,30,14,29.90,29.68,29.46,10,10,7,26,5,43,0.02,1,Rain,217<br />
2014-3-31,53,45,37,23,16,9,56,31,16,30.02,29.80,29.46,10,10,10,31,12,41,0.00,1,,301<br />
2014-4-1,57,44,30,30,25,19,80,54,23,29.99,29.77,29.65,10,10,10,18,4,24,0.00,2,,344<br />
2014-4-2,46,39,32,36,29,27,100,73,50,29.80,29.72,29.66,10,9,1,16,8,21,0.23,6,Rain-Snow,331<br />
2014-4-3,44,38,32,32,29,21,100,77,39,30.10,29.91,29.78,10,8,1,10,2,21,0.37,6,Rain-Snow,254<br />
2014-4-4,53,42,30,30,23,18,87,55,24,30.10,29.99,29.89,10,10,10,13,4,22,0.00,0,,195<br />
2014-4-5,55,48,41,32,25,21,66,43,26,29.93,29.88,29.83,10,10,10,17,7,22,0.00,4,,246<br />
2014-4-6,53,44,35,30,25,18,75,46,24,29.98,29.89,29.84,10,10,10,22,5,28,0.00,2,Rain,245<br />
2014-4-7,57,47,37,32,23,12,81,43,18,30.20,30.11,29.97,10,10,10,22,5,29,0.00,5,,319<br />
2014-4-8,69,52,35,28,24,21,65,34,17,30.22,30.16,30.08,10,10,5,25,6,34,0.00,0,,245<br />
2014-4-9,73,63,53,28,22,16,35,21,14,30.07,29.97,29.87,10,10,10,24,11,32,0.00,0,,241<br />
2014-4-10,64,52,41,37,33,18,76,45,19,30.09,29.99,29.90,10,10,10,16,4,25,0.00,1,,34<br />
2014-4-11,77,60,44,32,26,18,61,31,12,30.07,29.94,29.80,10,10,10,28,6,34,0.00,0,,236<br />
2014-4-12,68,59,50,36,28,21,58,33,18,29.80,29.74,29.64,10,10,10,17,4,26,0.00,2,,245<br />
2014-4-13,50,36,23,37,29,21,100,90,54,30.25,29.99,29.79,10,4,0,16,8,22,0.34,8,Rain-Snow-Thunderstorm,16<br />
2014-4-14,42,32,21,27,19,12,93,64,36,30.29,30.21,30.09,10,10,5,9,3,,0.00,2,Snow,176<br />
2014-4-15,62,47,32,25,17,12,75,28,15,30.08,29.85,29.64,10,10,10,18,6,25,0.00,0,,249<br />
2014-4-16,55,48,42,32,22,14,66,36,22,30.09,29.89,29.65,10,10,10,20,10,40,0.00,3,,328<br />
2014-4-17,64,48,33,32,30,23,93,54,21,30.10,30.03,29.96,10,10,10,9,2,,0.00,1,,83<br />
2014-4-18,77,57,37,34,30,27,81,39,17,30.00,29.93,29.85,10,10,10,10,3,,0.00,1,,114<br />
2014-4-19,64,57,50,48,37,27,94,54,24,30.12,30.02,29.90,10,10,4,14,5,22,0.17,5,Rain-Thunderstorm,254<br />
2014-4-20,71,58,44,45,38,30,93,55,25,30.13,30.06,30.01,10,10,10,21,5,36,0.00,2,Rain-Thunderstorm,213<br />
2014-4-21,68,56,44,41,34,30,71,44,28,30.31,30.22,30.11,10,10,10,10,4,,0.00,2,,140<br />
2014-4-22,75,60,44,41,35,32,71,43,21,30.10,29.88,29.63,10,10,10,20,2,25,0.00,1,,205<br />
2014-4-23,68,55,42,41,32,23,93,43,20,29.91,29.66,29.55,10,10,7,24,9,38,0.03,3,Rain,220<br />
2014-4-24,64,50,37,37,27,18,87,45,19,30.01,29.93,29.85,10,10,7,21,6,25,0.00,0,,106<br />
2014-4-25,69,55,41,32,29,23,65,36,21,29.92,29.80,29.62,10,10,10,8,3,,0.00,0,,301<br />
2014-4-26,71,56,42,36,29,19,66,34,16,29.61,29.45,29.30,10,10,10,16,6,22,0.00,1,Rain,305<br />
2014-4-27,55,50,44,34,23,19,54,35,28,29.59,29.42,29.29,10,10,10,25,10,38,0.00,7,Thunderstorm,307<br />
2014-4-28,53,45,37,21,14,7,52,28,16,30.00,29.74,29.59,10,10,10,29,18,39,0.00,1,,312<br />
2014-4-29,53,45,37,30,19,12,65,36,24,30.27,30.11,30.01,10,10,10,30,11,39,0.00,6,,339<br />
2014-4-30,51,42,33,27,22,19,70,45,28,30.30,30.26,30.21,10,10,10,29,13,41,0.00,3,,12<br />
2014-5-1,62,48,33,21,17,12,60,31,15,30.30,30.18,30.08,10,10,10,25,6,33,0.00,1,,81<br />
2014-5-2,73,55,37,32,26,19,61,30,17,30.14,30.02,29.93,10,10,10,15,3,22,0.00,1,,253<br />
2014-5-3,80,65,50,37,27,21,50,26,11,30.01,29.95,29.89,10,10,10,17,6,23,0.00,0,,230<br />
2014-5-4,84,70,57,30,22,18,31,16,10,29.91,29.86,29.80,10,10,10,22,7,37,0.00,0,,219<br />
2014-5-5,78,63,48,36,26,16,50,24,12,29.92,29.84,29.73,10,10,10,10,4,17,0.00,0,,213<br />
2014-5-6,73,60,48,41,32,18,51,32,21,29.74,29.64,29.58,10,10,10,20,4,29,0.00,1,,335<br />
2014-5-7,62,52,42,48,41,32,100,62,36,29.81,29.69,29.60,10,10,5,15,4,18,0.13,5,Rain-Thunderstorm,55<br />
2014-5-8,53,45,37,43,39,36,100,86,54,29.97,29.88,29.83,10,10,3,13,3,17,0.22,7,Rain-Thunderstorm,68<br />
2014-5-9,64,50,37,46,38,30,100,74,28,29.95,29.87,29.78,10,7,0,24,3,38,0.00,3,Fog-Rain,253<br />
2014-5-10,64,52,41,46,37,30,87,57,30,29.91,29.82,29.76,10,10,10,15,4,22,0.01,4,Rain,169<br />
2014-5-11,48,40,32,46,36,32,100,99,87,30.11,29.93,29.76,10,4,0,17,5,22,1.21,8,Rain-Snow,1<br />
2014-5-12,42,37,32,32,28,23,100,76,46,30.40,30.25,30.11,10,7,1,18,5,26,0.12,7,Snow,4<br />
2014-5-13,51,42,33,30,24,18,75,50,28,30.45,30.42,30.38,10,10,10,14,5,32,0.00,4,,270<br />
2014-5-14,57,46,35,32,27,21,70,45,30,30.45,30.37,30.28,10,10,10,15,4,20,0.00,4,,130<br />
2014-5-15,60,48,37,37,35,32,93,57,34,30.33,30.24,30.13,10,10,10,10,3,,0.00,4,,90<br />
2014-5-16,60,51,42,48,41,36,100,68,45,30.18,30.11,30.01,10,10,5,22,5,25,0.09,4,Rain,42<br />
2014-5-17,64,53,42,46,46,43,100,78,52,30.13,30.04,29.98,10,8,1,7,3,,0.01,4,Rain,357<br />
2014-5-18,82,63,44,52,40,23,100,54,12,29.98,29.80,29.68,10,10,7,15,3,21,0.00,0,,199<br />
2014-5-19,78,64,51,43,35,25,55,34,21,29.97,29.79,29.69,10,10,10,17,5,25,0.00,0,,97<br />
2014-5-20,73,64,55,50,45,43,77,55,35,30.03,29.99,29.93,10,10,10,12,3,22,0.00,4,Rain-Thunderstorm,98<br />
2014-5-21,71,61,51,55,51,46,100,76,43,30.22,30.12,30.01,10,10,2,12,2,23,0.46,6,Rain-Thunderstorm,27<br />
2014-5-22,69,60,51,57,50,41,100,73,42,30.22,30.18,30.14,10,10,7,12,3,18,0.01,3,Rain-Thunderstorm,161<br />
2014-5-23,69,58,48,54,49,43,100,74,49,30.20,30.11,30.03,10,10,5,15,3,22,0.05,3,Rain-Thunderstorm,1<br />
2014-5-24,69,60,50,54,51,45,100,78,46,30.11,30.02,29.96,10,10,2,21,4,30,0.23,3,Rain-Thunderstorm,48<br />
2014-5-25,71,60,50,52,44,36,94,61,34,30.08,30.00,29.96,10,10,10,28,4,45,0.00,4,Rain-Thunderstorm,244<br />
2014-5-26,73,63,53,48,43,37,63,48,33,30.10,30.08,30.05,10,10,10,17,5,24,0.00,3,Rain-Thunderstorm,234<br />
2014-5-27,82,66,51,50,43,36,82,45,19,30.18,30.11,30.07,10,10,10,13,3,30,0.00,1,Thunderstorm,225<br />
2014-5-28,86,70,55,48,41,32,63,37,14,30.18,30.12,30.05,10,10,10,7,3,,0.00,0,,42<br />
2014-5-29,80,68,55,52,44,36,72,43,20,30.08,30.04,30.00,10,10,10,24,3,31,0.00,1,,253<br />
2014-5-30,69,62,55,59,53,43,100,70,40,30.18,30.12,30.05,10,10,2,9,3,,0.25,6,Rain-Thunderstorm,9<br />
2014-5-31,77,62,48,55,53,48,100,73,44,30.18,30.05,29.94,10,10,7,10,1,17,0.01,2,Rain-Thunderstorm,228<br />
2014-6-1,82,68,53,54,47,28,94,54,15,30.14,29.94,29.87,10,10,10,17,4,30,0.00,1,,355<br />
2014-6-2,78,64,51,52,48,43,88,54,30,30.15,30.08,30.01,10,10,10,8,2,,0.00,1,,352<br />
2014-6-3,89,71,53,54,39,27,77,38,11,30.00,29.89,29.80,10,10,10,21,5,31,0.00,0,,254<br />
2014-6-4,82,66,50,54,44,37,76,47,23,30.07,29.97,29.86,10,10,10,10,3,18,0.00,0,Rain-Thunderstorm,35<br />
2014-6-5,78,64,50,50,44,41,77,49,29,30.11,30.05,29.99,10,10,10,10,4,17,0.00,1,Thunderstorm,147<br />
2014-6-6,78,64,51,54,45,34,82,52,22,30.12,29.98,29.89,10,10,10,24,6,34,0.00,1,Thunderstorm,334<br />
2014-6-7,64,58,51,54,51,46,100,79,59,30.16,30.12,30.07,10,10,4,9,3,,0.00,7,,53<br />
2014-6-8,68,58,48,54,50,45,100,85,43,30.17,30.02,29.91,10,10,2,14,2,22,0.42,7,Rain-Thunderstorm,348<br />
2014-6-9,69,55,41,46,37,30,100,55,27,30.19,30.12,30.05,10,10,10,9,2,,0.00,0,,195<br />
2014-6-10,84,65,46,50,39,32,82,42,16,30.05,29.95,29.88,10,10,10,14,3,30,0.00,0,,272<br />
2014-6-11,84,72,59,54,40,32,77,40,16,30.15,29.95,29.87,10,10,10,21,6,30,0.00,3,Rain-Thunderstorm,294<br />
2014-6-12,71,61,51,54,53,50,100,77,53,30.22,30.13,30.07,10,10,5,9,4,,0.02,4,Rain,349<br />
2014-6-13,89,70,51,55,43,27,100,51,12,30.06,29.85,29.69,10,10,7,9,2,17,0.00,0,,83<br />
2014-6-14,77,64,50,52,39,28,87,43,20,29.93,29.77,29.67,10,10,7,16,6,18,0.04,1,Rain-Thunderstorm,131<br />
2014-6-15,78,61,44,46,39,28,100,52,16,29.98,29.90,29.82,10,10,10,23,3,36,0.00,0,,274<br />
2014-6-16,86,68,50,45,32,23,62,29,13,29.81,29.76,29.69,10,10,10,14,4,22,0.00,0,,271<br />
2014-6-17,86,68,51,45,35,23,54,27,14,29.86,29.78,29.69,10,10,10,10,3,16,0.00,0,,310<br />
2014-6-18,77,65,53,52,41,28,94,48,20,30.06,29.91,29.74,10,10,10,17,6,22,0.02,2,Rain-Thunderstorm,345<br />
2014-6-19,82,65,48,50,41,32,94,47,17,30.17,30.10,30.04,10,10,10,9,4,16,0.00,0,,169<br />
2014-6-20,86,70,53,45,37,32,72,32,14,30.17,30.10,30.01,10,10,10,7,3,,0.00,0,,10<br />
2014-6-21,86,72,57,48,42,32,59,37,15,30.06,30.00,29.93,10,10,10,23,4,32,0.00,1,,346<br />
2014-6-22,77,66,55,54,47,32,88,53,22,30.15,30.07,29.99,10,10,2,18,4,29,0.21,1,Rain-Thunderstorm,336<br />
2014-6-23,75,63,51,63,53,50,100,76,44,30.21,30.14,30.07,10,10,3,10,3,20,0.07,2,Rain-Thunderstorm,1<br />
2014-6-24,77,66,55,57,54,50,100,69,39,30.21,30.14,30.08,10,10,10,9,3,,0.01,4,Rain-Thunderstorm,10<br />
2014-6-25,84,70,55,59,54,45,100,65,28,30.15,30.04,29.94,10,10,5,13,4,24,0.00,1,Rain-Thunderstorm,355<br />
2014-6-26,86,70,55,52,47,36,88,48,18,30.03,29.86,29.70,10,10,10,34,3,54,0.01,0,Rain-Thunderstorm,239<br />
2014-6-27,77,68,59,61,48,39,78,52,28,29.87,29.81,29.74,10,10,10,14,4,17,0.01,1,Rain-Thunderstorm,1<br />
2014-6-28,86,73,60,45,35,28,55,28,14,29.99,29.92,29.87,10,10,10,25,11,36,0.00,0,Thunderstorm,245<br />
2014-6-29,91,74,57,48,38,32,48,29,14,30.04,29.98,29.90,10,10,10,13,4,,0.00,0,,172<br />
2014-6-30,91,76,62,46,39,32,55,28,14,30.19,30.00,29.93,10,10,10,18,6,24,0.00,0,,322<br />
2014-7-1,77,65,53,45,41,36,72,39,26,30.34,30.24,30.19,10,10,10,13,4,16,0.00,4,,76<br />
2014-7-2,80,70,59,52,47,43,67,46,30,30.34,30.25,30.15,10,10,10,9,3,,0.00,3,,49<br />
2014-7-3,86,72,59,55,50,43,82,49,25,30.18,30.16,30.11,10,10,10,12,3,20,0.00,0,Rain-Thunderstorm,354<br />
2014-7-4,89,74,60,52,46,41,59,37,20,30.25,30.17,30.13,10,10,7,25,6,34,0.01,1,Rain-Thunderstorm,205<br />
2014-7-5,91,75,59,52,42,34,63,33,15,30.20,30.17,30.14,10,10,10,14,4,28,0.00,0,,240<br />
2014-7-6,93,80,68,52,41,34,49,25,15,30.18,30.15,30.13,10,10,10,20,5,32,0.00,0,Thunderstorm,225<br />
2014-7-7,96,78,60,63,49,37,94,43,14,30.28,30.08,29.97,10,10,5,23,4,28,0.12,1,Rain-Thunderstorm,61<br />
2014-7-8,78,70,62,63,58,54,94,71,42,30.31,30.24,30.16,10,10,10,7,2,,0.00,5,,53<br />
2014-7-9,86,73,60,61,53,39,82,51,26,30.17,30.07,30.00,10,10,10,20,4,31,0.00,0,Rain-Thunderstorm,286<br />
2014-7-10,91,76,62,54,46,39,59,35,17,30.10,30.02,29.96,10,10,10,21,4,29,0.00,0,,251<br />
2014-7-11,86,75,64,63,57,54,88,60,33,30.26,30.15,30.10,10,10,10,13,2,17,0.01,1,Rain-Thunderstorm,48<br />
2014-7-12,82,72,62,64,60,55,100,74,39,30.34,30.27,30.18,10,10,10,20,3,24,0.01,4,Rain-Thunderstorm,2<br />
2014-7-13,86,72,57,64,56,48,94,63,29,30.34,30.30,30.22,10,10,2,15,2,30,0.18,1,Rain-Thunderstorm,69<br />
2014-7-14,82,70,59,61,52,41,100,58,25,30.38,30.30,30.25,10,10,7,13,3,23,0.00,2,Rain-Thunderstorm,41<br />
2014-7-15,77,68,59,64,57,54,94,76,47,30.34,30.17,30.04,10,10,7,9,2,10,0.06,2,Rain-Thunderstorm,45<br />
2014-7-16,71,63,55,61,58,54,100,87,53,30.14,30.10,30.04,10,9,1,20,5,30,0.22,5,Rain-Thunderstorm,31<br />
2014-7-17,77,65,53,57,53,46,100,69,34,30.15,30.11,30.06,10,9,4,7,1,,0.00,3,,75<br />
2014-7-18,87,71,55,59,50,41,94,51,19,30.06,30.03,30.00,10,10,10,33,3,50,0.01,1,Rain,283<br />
2014-7-19,95,77,59,54,43,32,77,35,12,30.07,30.02,29.97,10,10,7,12,3,17,0.00,0,,167<br />
2014-7-20,96,80,64,50,41,34,45,25,14,30.12,30.05,29.99,10,10,10,26,7,39,0.00,0,Rain-Thunderstorm,208<br />
2014-7-21,96,81,66,52,42,36,46,26,12,30.19,30.11,30.07,10,10,10,15,3,22,0.00,0,,238<br />
2014-7-22,91,76,62,54,48,39,52,34,21,30.35,30.28,30.18,10,10,10,9,4,,0.00,0,,23<br />
2014-7-23,87,76,64,63,52,37,78,47,20,30.38,30.30,30.18,10,10,7,18,4,29,0.00,1,Thunderstorm,225<br />
2014-7-24,96,80,64,54,49,43,59,35,16,30.18,30.09,30.02,10,10,10,16,4,38,0.00,0,Thunderstorm,127<br />
2014-7-25,93,80,68,55,48,41,52,33,20,30.12,30.07,30.03,10,10,10,15,4,26,0.00,1,Rain-Thunderstorm,179<br />
2014-7-26,89,78,68,61,50,41,68,41,24,30.26,30.14,30.05,10,10,2,21,6,26,0.11,2,Rain-Thunderstorm,126<br />
2014-7-27,82,71,60,63,56,48,78,61,39,30.39,30.32,30.20,10,10,10,13,5,17,0.00,2,,344<br />
2014-7-28,82,71,60,59,56,54,94,61,39,30.37,30.31,30.21,10,10,10,8,2,,0.00,0,Thunderstorm,346<br />
2014-7-29,80,70,59,63,57,54,100,70,42,30.28,30.24,30.17,10,10,5,17,3,24,0.22,4,Rain-Thunderstorm,358<br />
