
MST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-27,17,10,3,10,8,3,100,82,68,30.08,29.96,29.90,10,8,2,6,2,,0.00,5,Snow,319<br />
2015-2-28,28,16,3,21,11,1,100,79,51,30.01,29.95,29.86,10,8,0,7,2,,0.00,2,Snow,336<br />
2015-3-1,26,22,17,21,19,18,100,84,69,30.23,30.17,30.01,10,7,2,5,1,,0.00,8,Snow,37<br />
2015-3-2,42,30,19,30,22,16,93,79,57,30.16,29.81,29.55,10,6,4,29,2,40,0.00,3,,292<br />
2015-3-3,44,29,14,27,18,12,100,73,31,29.96,29.81,29.55,10,6,0,20,8,32,0.00,6,Snow,10<br />
2015-3-4,21,16,10,14,11,5,100,85,63,30.21,30.12,29.97,10,6,1,7,3,,0.00,5,Snow,55<br />
2015-3-5,32,19,6,18,10,3,92,64,41,30.26,30.20,30.14,10,10,10,6,1,,0.00,0,,290<br />
2015-3-6,48,36,23,23,17,12,74,49,27,30.30,30.25,30.22,10,10,10,7,3,,0.00,0,,283<br />
2015-3-7,50,40,30,27,22,18,65,49,32,30.31,30.20,30.09,10,10,10,7,3,,0.00,0,,295<br />
2015-3-8,50,41,32,28,26,21,75,56,40,30.20,30.12,30.05,10,10,10,7,3,,0.00,0,,206<br />
2015-3-9,59,46,32,27,23,18,80,47,20,30.06,30.00,29.93,10,10,10,12,3,,0.00,0,,187<br />
2015-3-10,60,46,32,28,21,18,64,38,20,30.20,30.09,29.99,10,10,10,8,3,,0.00,0,,208<br />
2015-3-11,66,50,33,27,20,12,75,35,15,30.25,30.18,30.11,10,10,10,9,2,,0.00,0,,212<br />
2015-3-12,64,53,42,32,22,14,50,31,16,30.30,30.17,30.10,10,10,7,10,3,24,0.00,2,,161<br />
2015-3-13,59,50,42,36,32,27,71,50,31,30.44,30.39,30.31,10,10,10,13,4,16,0.00,5,Rain,253<br />
2015-3-14,68,52,37,30,23,12,70,38,15,30.41,30.28,30.17,10,10,10,9,3,,0.00,0,,180<br />
2015-3-15,78,62,46,30,22,16,46,23,11,30.23,30.14,30.06,10,10,10,10,4,,0.00,0,,198<br />
2015-3-16,80,63,46,37,28,21,62,32,12,30.40,30.10,30.00,10,10,10,20,5,30,0.00,1,,50<br />
2015-3-17,50,44,39,36,34,34,81,69,54,30.41,30.25,30.04,10,10,10,10,5,,0.00,4,,33<br />
2015-3-18,62,48,35,43,35,32,93,67,32,30.03,29.95,29.89,10,10,10,8,2,,0.00,4,Rain,19<br />
2015-3-19,48,44,39,43,34,30,93,69,54,30.19,30.12,29.99,10,10,10,9,4,,0.00,6,Rain,162<br />
2015-3-20,66,49,32,30,20,10,75,38,12,30.20,30.16,30.12,10,10,10,10,4,,0.00,0,,172<br />
2015-3-21,71,54,37,27,18,14,56,27,12,30.15,30.06,29.95,10,10,10,10,3,,0.00,0,,165<br />
2015-3-22,71,58,44,32,21,16,44,25,13,30.15,30.04,29.99,10,10,10,23,5,31,0.00,2,Rain,247<br />
2015-3-23,69,53,37,34,30,18,81,48,15,30.14,29.94,29.75,10,10,10,25,5,41,0.00,1,,308<br />
2015-3-24,60,51,42,32,19,12,57,30,16,29.97,29.90,29.80,10,10,10,40,8,52,0.00,2,,255<br />
2015-3-25,46,39,32,36,32,23,100,76,40,30.28,30.13,29.95,10,9,1,16,5,22,0.08,5,Rain-Snow,198<br />
2015-3-26,62,46,30,32,26,19,100,54,22,30.23,30.16,30.10,10,10,10,23,5,31,0.00,1,,293<br />
2015-3-27,69,56,42,32,30,28,61,34,21,30.21,30.13,30.07,10,10,10,17,5,23,0.00,2,,304<br />
2015-3-28,77,62,46,34,27,19,53,28,13,30.11,30.02,29.91,10,10,10,24,7,45,0.00,0,,239<br />
2015-3-29,62,52,42,30,24,12,53,32,17,30.31,30.18,29.98,10,10,10,16,8,24,0.00,0,,132<br />
2015-3-30,75,56,37,30,22,10,70,32,9,30.17,30.12,30.05,10,10,10,26,6,34,0.03,0,,260<br />
2015-3-31,77,60,42,28,21,18,46,23,11,30.12,29.97,29.78,10,10,10,17,3,24,0.00,0,,237<br />
2015-4-1,69,56,42,36,26,21,61,30,16,29.93,29.77,29.70,10,10,10,25,7,38,0.00,3,,263<br />
2015-4-2,42,36,30,36,30,23,100,79,49,30.20,29.98,29.87,10,8,1,13,5,17,0.07,8,Rain-Snow,8<br />
2015-4-3,46,38,30,32,28,21,100,76,37,30.33,30.27,30.20,10,8,1,8,3,,0.00,4,Snow,187<br />
2015-4-4,62,46,30,28,24,16,87,49,16,30.26,30.05,29.86,10,10,10,7,2,,0.00,0,,124<br />
2015-4-5,73,54,35,28,18,9,65,28,9,29.86,29.75,29.63,10,10,10,12,3,,0.00,0,,186<br />
2015-4-6,71,56,41,34,23,9,50,28,13,29.79,29.71,29.66,10,10,10,12,5,16,0.00,0,,38<br />
2015-4-7,60,50,41,43,38,25,93,65,36,29.96,29.87,29.80,10,10,4,10,3,,0.00,4,,15<br />
2015-4-8,57,50,44,43,37,23,93,66,40,29.88,29.72,29.55,10,9,4,15,5,20,0.01,6,Rain,35<br />
2015-4-9,53,44,35,34,30,21,93,60,30,30.17,30.03,29.78,10,10,7,12,6,16,0.00,5,,105<br />
2015-4-10,62,47,32,32,28,23,87,52,22,30.15,30.06,29.98,10,10,10,13,2,,0.00,1,,90<br />
2015-4-11,71,53,35,30,22,14,75,31,14,30.01,29.89,29.75,10,10,10,12,5,18,0.00,0,,201<br />
2015-4-12,66,54,42,27,16,5,53,22,11,30.10,29.89,29.76,10,10,10,23,9,39,0.00,0,,266<br />
2015-4-13,66,50,35,32,27,21,81,44,18,30.22,30.15,30.10,10,10,10,8,3,,0.00,0,,318<br />
2015-4-14,73,57,41,32,25,18,61,32,13,30.10,29.91,29.68,10,10,10,16,3,23,0.00,0,,138<br />
2015-4-15,59,49,39,34,29,23,65,48,33,30.02,29.76,29.63,10,10,10,23,7,31,0.00,2,Thunderstorm,6<br />
2015-4-16,37,34,32,36,33,28,100,92,70,30.17,30.11,30.02,10,6,0,8,3,,0.52,8,Rain-Snow-Thunderstorm,214<br />
2015-4-17,50,42,33,41,37,34,100,89,62,30.13,30.02,29.97,10,7,2,17,7,25,0.67,7,Rain-Thunderstorm,342<br />
2015-4-18,51,44,37,37,35,32,93,75,47,30.03,29.94,29.85,10,10,7,16,4,26,0.00,5,Rain-Thunderstorm,316<br />
2015-4-19,50,44,37,37,30,23,87,61,37,30.15,30.07,30.02,10,10,10,17,4,23,0.00,7,Rain,121<br />
2015-4-20,53,43,33,36,32,27,100,67,44,30.06,29.98,29.90,10,10,3,12,3,16,0.00,5,Rain-Snow,56<br />
2015-4-21,64,50,37,36,32,28,81,52,26,29.98,29.93,29.87,10,10,10,16,4,24,0.00,3,Rain-Thunderstorm,106<br />
2015-4-22,68,54,39,39,34,32,81,52,26,29.98,29.91,29.86,10,10,7,22,4,29,0.00,2,,231<br />
2015-4-23,69,56,42,37,31,27,76,39,20,29.89,29.82,29.72,10,10,10,17,5,26,0.00,2,,196<br />
2015-4-24,64,54,44,34,31,27,61,43,24,29.78,29.70,29.63,10,10,10,17,3,25,0.00,2,,169<br />
2015-4-25,66,52,37,45,33,27,87,50,24,29.80,29.72,29.68,10,10,10,10,3,33,0.00,3,Rain-Thunderstorm,7<br />
2015-4-26,48,44,41,45,42,41,100,97,82,30.11,29.90,29.78,10,7,2,9,4,18,0.55,8,Rain-Thunderstorm,34<br />
2015-4-27,48,42,37,43,40,37,100,92,71,30.36,30.24,30.12,10,8,2,7,3,,0.00,8,Rain,30<br />
2015-4-28,60,50,41,41,37,34,93,65,36,30.35,30.28,30.17,10,10,10,8,3,,0.00,4,,73<br />
2015-4-29,73,57,41,41,36,32,87,50,22,30.18,30.04,29.94,10,10,10,9,3,,0.00,0,,115<br />
2015-4-30,80,65,50,50,36,28,82,40,17,30.18,30.00,29.93,10,10,10,17,4,34,0.00,3,Rain-Thunderstorm,48<br />
2015-5-1,60,54,48,54,50,46,100,83,63,30.19,30.12,30.04,10,10,4,9,3,,0.07,5,Rain-Thunderstorm,58<br />
2015-5-2,73,60,46,50,39,30,93,51,23,30.04,29.97,29.91,10,10,10,18,4,29,0.00,0,Thunderstorm,190<br />
2015-5-3,75,63,51,46,38,32,82,44,23,30.09,29.98,29.91,10,10,10,20,5,31,0.00,3,Rain-Thunderstorm,42<br />
2015-5-4,55,52,48,52,49,41,100,91,58,30.14,30.09,30.06,10,9,4,9,3,,0.40,8,Rain-Thunderstorm,10<br />
2015-5-5,53,50,46,52,50,46,100,99,88,30.07,29.92,29.76,10,5,0,10,4,,0.15,8,Fog-Rain-Thunderstorm,30<br />
2015-5-6,62,54,46,54,48,45,100,82,52,29.85,29.73,29.68,10,10,2,12,2,18,0.08,6,Rain-Thunderstorm,34<br />
2015-5-7,59,52,44,50,44,43,100,85,59,30.08,29.96,29.84,10,10,4,10,3,,0.28,8,Rain-Thunderstorm,29<br />
2015-5-8,48,46,44,48,46,45,100,100,93,30.07,30.00,29.93,10,6,2,14,3,17,1.24,8,Rain-Thunderstorm,346<br />
2015-5-9,48,40,30,45,40,30,100,95,76,30.01,29.89,29.82,10,7,1,23,6,32,0.96,8,Rain-Snow-Thunderstorm,359<br />
2015-5-10,44,37,30,36,32,30,100,83,61,30.15,30.02,29.95,10,8,2,8,4,,0.04,7,Rain-Snow,125<br />
2015-5-11,57,44,32,37,33,30,100,66,38,30.19,30.16,30.12,10,10,10,12,3,17,0.00,2,,86<br />
2015-5-12,69,52,35,48,38,32,93,63,38,30.16,30.03,29.89,10,10,10,10,2,,0.00,1,Rain-Thunderstorm,236<br />
2015-5-13,64,55,46,52,45,36,100,72,44,30.00,29.94,29.88,10,10,5,10,3,16,0.06,3,Rain-Thunderstorm,345<br />
2015-5-14,73,58,42,48,40,28,100,62,19,30.01,29.94,29.84,10,10,10,14,3,30,0.00,2,Rain-Thunderstorm,149<br />
2015-5-15,62,55,48,54,42,32,88,60,34,29.86,29.75,29.67,10,10,4,14,5,25,0.03,3,Rain-Thunderstorm,294<br />
2015-5-16,62,52,42,45,38,32,100,63,32,29.80,29.72,29.66,10,10,5,21,5,26,0.01,2,Rain-Thunderstorm,185<br />
2015-5-17,68,56,44,45,36,30,76,49,28,30.25,29.96,29.79,10,10,10,14,6,23,0.00,4,Rain,61<br />
2015-5-18,50,46,41,46,43,39,100,90,71,30.38,30.31,30.24,10,8,3,8,4,,0.00,8,Rain,41<br />
2015-5-19,46,42,37,46,43,37,100,99,93,30.22,30.13,30.07,10,5,2,14,4,18,0.42,8,Rain-Thunderstorm,53<br />
2015-5-20,42,38,35,41,38,36,100,93,76,30.28,30.23,30.15,10,7,1,7,4,,0.00,8,Rain-Thunderstorm,51<br />
2015-5-21,51,46,41,46,42,39,100,87,71,30.27,30.18,30.07,10,9,3,6,2,,0.00,7,Rain-Thunderstorm,38<br />
2015-5-22,51,48,46,50,47,45,100,93,82,30.07,30.01,29.98,10,9,4,7,2,,0.04,8,Rain-Thunderstorm,26<br />
2015-5-23,57,50,42,50,46,41,100,90,67,30.06,29.98,29.89,10,8,1,17,2,23,0.09,5,Rain-Thunderstorm,348<br />
2015-5-24,59,50,41,46,42,36,100,75,55,29.96,29.89,29.82,10,10,5,12,3,,0.05,3,Rain-Thunderstorm,19<br />
2015-5-25,68,54,39,50,43,37,100,75,35,30.01,29.92,29.86,10,10,4,15,3,30,0.04,3,Rain-Thunderstorm,39<br />
2015-5-26,69,56,42,50,43,36,100,66,33,30.07,30.03,30.00,10,10,10,14,2,22,0.00,3,Rain-Thunderstorm,169<br />
2015-5-27,75,60,46,50,43,36,93,54,29,30.08,30.05,29.98,10,10,10,12,3,16,0.00,3,Thunderstorm,59<br />
2015-5-28,73,62,50,52,43,34,94,53,31,30.14,30.04,29.97,10,10,3,14,4,20,0.05,3,Rain-Thunderstorm,17<br />
2015-5-29,66,58,50,50,45,34,100,72,41,30.35,30.22,30.12,10,10,5,16,5,23,0.11,5,Rain-Thunderstorm,21<br />
2015-5-30,71,58,46,48,45,43,100,64,35,30.34,30.24,30.15,10,10,10,8,3,,0.00,2,,88<br />
2015-5-31,84,67,50,54,46,36,94,52,19,30.15,30.09,30.01,10,10,10,16,4,36,0.00,0,,311<br />
2015-6-1,80,66,53,54,45,39,77,47,23,30.11,30.05,29.98,10,10,10,16,4,26,0.00,1,Thunderstorm,175<br />
2015-6-2,87,70,53,55,43,30,82,43,15,30.01,29.94,29.87,10,10,10,9,3,,0.00,0,,67<br />
2015-6-3,73,62,51,59,49,32,88,60,30,30.10,30.01,29.93,10,10,10,9,4,18,0.02,3,Rain-Thunderstorm,68<br />
2015-6-4,80,66,53,63,56,52,100,74,37,30.16,30.02,29.96,10,10,2,16,2,23,0.38,3,Rain-Thunderstorm,357<br />
2015-6-5,69,61,53,61,55,46,100,79,56,30.24,30.12,30.05,10,10,2,12,4,,0.44,4,Rain-Thunderstorm,223<br />
2015-6-6,73,62,51,59,51,43,100,69,38,30.07,30.03,29.99,10,10,2,9,3,,0.01,2,Rain-Thunderstorm,200<br />
2015-6-7,77,65,53,54,46,37,77,54,29,30.22,30.10,30.03,10,10,7,10,4,,0.11,2,Rain-Thunderstorm,165<br />
2015-6-8,78,66,53,52,47,41,88,51,28,30.22,30.19,30.14,10,10,10,9,2,,0.00,0,,17<br />
2015-6-9,86,72,59,54,46,41,63,39,22,30.14,30.07,29.99,10,10,10,13,4,31,0.00,1,Rain,174<br />
2015-6-10,73,68,60,59,54,45,94,65,38,30.03,29.93,29.86,10,10,10,9,2,,0.00,5,Rain-Thunderstorm,35<br />
2015-6-11,69,62,55,59,54,52,100,77,53,30.07,29.96,29.86,10,10,2,20,3,28,0.56,6,Rain-Thunderstorm,23<br />
2015-6-12,73,64,55,57,54,50,100,80,44,30.07,30.02,29.94,10,9,1,8,2,,0.52,5,Rain,108<br />
2015-6-13,86,70,53,59,49,39,94,57,20,29.98,29.92,29.87,10,10,10,25,3,31,0.00,2,Rain-Thunderstorm,313<br />
2015-6-14,80,70,59,55,44,36,73,41,20,30.18,30.01,29.93,10,10,10,15,3,23,0.00,1,,331<br />
2015-6-15,68,64,59,59,53,50,94,72,56,30.26,30.22,30.17,10,10,10,8,2,,0.00,7,Rain-Thunderstorm,43<br />
2015-6-16,78,66,55,61,54,41,100,68,33,30.22,30.13,30.04,10,10,10,16,3,22,0.11,2,Rain-Thunderstorm,199<br />
2015-6-17,80,68,55,59,54,50,94,61,37,30.18,30.12,30.06,10,10,10,9,2,,0.00,0,Thunderstorm,15<br />
2015-6-18,78,66,55,61,55,43,83,63,43,30.24,30.15,30.06,10,10,10,12,4,,0.00,2,Thunderstorm,48<br />
2015-6-19,93,76,59,63,50,32,94,50,14,30.14,30.00,29.90,10,10,10,9,1,,0.00,0,,145<br />
2015-6-20,86,74,62,59,48,32,64,40,18,30.13,30.04,29.93,10,10,10,10,4,21,0.00,0,,57<br />
2015-6-21,91,76,60,55,48,32,77,40,15,30.07,30.00,29.89,10,10,10,8,3,,0.00,0,,216<br />
2015-6-22,80,70,60,55,44,28,73,39,16,30.22,30.13,29.93,10,10,10,14,5,20,0.00,1,,172<br />
2015-6-23,86,72,59,61,56,52,82,58,33,30.22,30.14,30.03,10,10,10,10,2,,0.00,0,Thunderstorm,3<br />
2015-6-24,87,74,60,63,54,39,88,53,18,30.27,30.14,30.07,10,10,10,17,4,30,0.02,1,Rain-Thunderstorm,280<br />
2015-6-25,86,72,59,61,52,43,82,53,31,30.28,30.15,30.08,10,10,7,22,5,26,0.00,1,Rain-Thunderstorm,6<br />
2015-6-26,78,70,62,61,56,52,94,59,39,30.32,30.30,30.27,10,10,10,10,2,,0.00,6,,57<br />
2015-6-27,86,70,55,57,52,45,94,54,23,30.31,30.26,30.22,10,10,7,8,1,,0.00,0,Thunderstorm,60<br />
2015-6-28,86,74,62,54,49,43,72,44,26,30.25,30.20,30.15,10,10,10,21,4,31,0.00,0,Rain-Thunderstorm,259<br />
2015-6-29,84,72,59,55,50,45,82,45,27,30.28,30.22,30.17,10,10,10,9,2,,0.00,0,Thunderstorm,308<br />
2015-6-30,93,76,60,55,48,41,72,40,16,30.21,30.14,30.06,10,10,10,22,4,43,0.03,1,Rain-Thunderstorm,239<br />
2015-7-1,86,74,62,59,53,48,78,50,29,30.18,30.14,30.08,10,10,10,14,2,25,0.01,1,Rain-Thunderstorm,313<br />
2015-7-2,82,70,59,61,55,46,94,67,28,30.30,30.19,30.07,10,10,3,25,4,33,0.10,2,Rain-Thunderstorm,108<br />
2015-7-3,82,70,57,61,57,54,100,67,37,30.23,30.15,30.06,10,9,3,7,2,,0.00,1,,9<br />
2015-7-4,91,75,59,59,53,45,88,51,22,30.07,30.00,29.97,10,10,10,25,4,36,0.00,1,Rain-Thunderstorm,249<br />
2015-7-5,89,76,62,63,52,45,94,52,21,30.11,30.00,29.94,10,10,10,21,3,31,0.03,2,Rain-Thunderstorm,199<br />
2015-7-6,64,62,59,61,59,59,100,95,88,30.30,30.25,30.12,10,6,2,10,2,,0.34,8,Rain-Thunderstorm,35<br />
2015-7-7,68,62,57,61,58,55,100,90,64,30.29,30.17,30.08,10,5,2,7,1,,0.09,7,Rain-Thunderstorm,345<br />
2015-7-8,68,62,55,61,58,55,100,92,73,30.14,30.07,30.03,10,7,2,13,2,20,0.48,7,Rain-Thunderstorm,27<br />
2015-7-9,77,66,55,61,56,54,100,80,44,30.13,30.09,30.03,10,7,2,16,3,23,0.06,5,Rain-Thunderstorm,3<br />
2015-7-10,86,72,59,57,47,36,94,47,17,30.09,30.03,30.00,10,10,10,14,5,20,0.00,2,Rain,3<br />
2015-7-11,84,70,57,52,46,41,72,44,22,30.18,30.13,30.08,10,10,10,23,3,33,0.01,1,Rain,178<br />
2015-7-12,89,72,55,52,45,37,82,38,18,30.20,30.14,30.08,10,10,10,12,4,,0.00,0,,186<br />
2015-7-13,80,71,62,59,50,37,88,48,23,30.18,30.13,30.10,10,10,7,22,4,29,0.08,2,Rain-Thunderstorm,228<br />
2015-7-14,86,72,59,55,50,46,73,52,25,30.14,30.08,30.03,10,10,10,17,4,25,0.00,1,Rain,316<br />
2015-7-15,82,70,57,61,53,43,94,58,32,30.12,30.07,30.01,10,10,7,9,3,28,0.05,1,Rain-Thunderstorm,149<br />
2015-7-16,89,71,53,55,46,36,94,46,16,30.09,30.06,30.00,10,10,10,20,4,33,0.00,0,Rain-Thunderstorm,246<br />
2015-7-17,91,75,59,52,40,32,59,31,13,30.06,29.97,29.88,10,10,10,28,6,37,0.00,0,,239<br />
2015-7-18,82,70,57,57,49,41,88,51,28,30.21,30.11,30.06,10,10,2,14,3,16,0.02,1,Rain-Thunderstorm,243<br />
2015-7-19,80,68,55,59,54,46,100,65,36,30.22,30.19,30.15,10,10,10,8,2,,0.00,2,,161<br />
2015-7-20,82,71,60,50,43,36,59,37,20,30.26,30.20,30.12,10,10,10,12,4,20,0.00,2,Rain-Thunderstorm,198<br />
2015-7-21,80,70,60,63,55,45,100,69,30,30.11,30.06,29.97,10,10,3,21,4,24,0.11,3,Rain-Thunderstorm,315<br />
2015-7-22,89,71,53,63,50,37,100,53,17,30.05,30.00,29.96,10,10,10,14,3,25,0.00,1,,350<br />
2015-7-23,95,77,59,50,42,34,72,31,12,30.11,30.06,30.03,10,10,10,21,5,30,0.00,0,,216<br />
2015-7-24,84,74,64,52,44,39,56,33,25,30.21,30.15,30.10,10,10,10,10,4,18,0.00,0,,190<br />
2015-7-25,91,76,60,50,45,39,55,33,16,30.15,30.10,30.05,10,10,7,8,3,,0.00,0,,99<br />
2015-7-26,89,74,60,59,48,41,73,41,20,30.11,30.05,29.95,10,10,7,14,3,28,0.00,1,Rain,54<br />
2015-7-27,95,77,59,59,50,34,94,47,14,30.02,29.92,29.82,10,10,10,21,4,25,0.00,0,Rain,195<br />
